GEOID,totp,medincome,pmale,pwhite,pblk,pasn,phisp,poor,punemp,pcol,p65old,NAME,lifeexp,popd,parks,envind,costb,hins
6067004202,5549,35469,0.4694539556676879,0.15101820147774372,0.234817084159308,0.14957650027031896,0.3222202198594341,Low,0.1727325245522819,0.08317639673571876,0.1331771490358623,Sacramento,76.7,8733.25,12,24,0.257,0.2822
6067004203,4848,29485,0.4504950495049505,0.0950907590759076,0.10705445544554455,0.3234323432343234,0.36076732673267325,Mid,0.1643646408839779,0.10212933753943218,0.06291254125412542,Sacramento,77.1,8087.79,10,25,0.27,0.19690000000000002
6067004300,10326,42725,0.5020337013364323,0.12134417974046097,0.2199302730970366,0.3465039705597521,0.2643811737361999,Mid,0.15412782956058588,0.10637864275524761,0.06827425915165601,Other,75.3,6548.3,13,22,0.32799999999999996,0.2296
6067004401,4137,30985,0.46386270244138267,0.18757553782934494,0.11360889533478366,0.23930384336475707,0.39593908629441626,Low,0.1544011544011544,0.04810324599139617,0.11022480058013052,Other,76,7699.79,5,18,0.226,0.215
6067004402,3848,25302,0.4456860706860707,0.11564449064449064,0.07640332640332641,0.257016632016632,0.5088357588357588,Mid,0.16666666666666666,0.05145719489981785,0.09927234927234928,Other,75.3,8877.49,7,15,0.24,0.217
6067004501,3934,29231,0.5353329944077275,0.07727503812913065,0.09430604982206406,0.3472292831723437,0.4471276054905948,Mid,0.07317073170731707,0.0196926032660903,0.045246568378240974,Other,75.1,5070.78,5,26,0.281,0.21489999999999998
6067004502,4422,30370,0.46720940750791495,0.2259158751696065,0.13930348258706468,0.11646313885119855,0.48123021257349613,Mid,0.27212918660287083,0.055283414975507345,0.1013116236996834,Other,74.7,4596.17,8,23,0.212,0.1893
6067004601,7513,34375,0.5132437109011048,0.24983362172234794,0.11726341008917876,0.21842140290163717,0.3991747637428457,Mid,0.14542415378186377,0.0706428746027866,0.06748302941567949,Other,76.2,8695.91,9,20,0.257,0.27149999999999996
6067004602,5006,30160,0.4876148621654015,0.1937674790251698,0.10846983619656413,0.09368757491010787,0.5713144226927687,Mid,0.12072304712717882,0.11067335243553009,0.08110267678785457,Other,75.4,9966.74,6,10,0.149,0.2755
6067004701,3541,21615,0.4360350183563965,0.14402711098559728,0.14939282688506073,0.2586839875741316,0.3719288336628071,Mid,0.2102510460251046,0.09577632361689471,0.10618469358938153,Other,76.5,6103.56,5,26,0.17800000000000002,0.1739
6067004702,5073,43074,0.5156712004730929,0.12596096984033117,0.17425586438005125,0.13818253498915828,0.42814902424600826,Low,0.16971916971916973,0.10452586206896551,0.08515671200473093,Other,73.1,8318.42,5,22,0.191,0.21600000000000003
6067004801,5625,34668,0.49333333333333335,0.1376,0.13102222222222223,0.39911111111111114,0.23804444444444445,Low,0.12126642771804062,0.07959887182701347,0.13493333333333332,Other,77.7,8160.55,4,24,0.297,0.21170000000000003
6067004802,4232,38967,0.5155954631379962,0.235586011342155,0.16587901701323252,0.20415879017013233,0.3558601134215501,Low,0.15789473684210525,0.07815198618307427,0.15855387523629488,Other,76.1,8160.85,4,24,0.245,0.2191
6067004903,6030,33342,0.4660033167495854,0.12802653399668326,0.22669983416252074,0.37512437810945276,0.21890547263681592,Mid,0.148109243697479,0.14340626848018923,0.06716417910447761,Other,75.5,9832.77,8,25,0.276,0.1641
6067004904,5820,52163,0.4486254295532646,0.31168384879725086,0.15601374570446735,0.13951890034364262,0.3391752577319588,Low,0.12265758091993186,0.138911676237353,0.11168384879725086,Other,80.3,5933.67,10,24,0.22699999999999998,0.1838
6067004905,7498,32967,0.4714590557481995,0.17791411042944785,0.15737530008002135,0.08028807682048546,0.5217391304347826,Low,0.14930409110080134,0.1262509622786759,0.10522806081621766,Sacramento,79.1,10016.8,6,21,0.307,0.2087
6067004906,2412,48600,0.412106135986733,0.14635157545605307,0.41376451077943616,0.28938640132669985,0.08955223880597014,Low,0.08459869848156182,0.14452554744525548,0.06882255389718077,Sacramento,75.4,7558.7,5,28,0.222,0.20559999999999998
6067005001,7374,49190,0.46569026308652023,0.22280987252508816,0.1414429075128831,0.2110116625983184,0.34960672633577433,Low,0.08712282192945177,0.10252293577981651,0.13154326010306483,Other,79.7,8931.56,5,20,0.25,0.3002
6067005002,5415,24912,0.4522622345337027,0.303601108033241,0.2033240997229917,0.1765466297322253,0.27497691597414586,Mid,0.1621017328116266,0.09164345403899722,0.2164358264081256,Other,72.4,5310.42,8,16,0.27399999999999997,0.17120000000000002
6067005101,4339,50666,0.49942383037566257,0.2737958054851348,0.11615579626642084,0.08227702235538142,0.5051855266190366,Low,0.056768558951965066,0.08773291925465838,0.08988246139663517,Other,76.6,5643.05,3,27,0.272,0.19640000000000002
6067005102,4464,45828,0.5004480286738351,0.37051971326164873,0.08400537634408602,0.2289426523297491,0.267921146953405,Low,0.10864575363427698,0.12227225493591964,0.2206541218637993,Other,76.8,3749.68,3,36,0.172,0.20370000000000002
6067005201,2573,25472,0.45200155460551883,0.4279051690633502,0.1748931208705791,0.15079673532841043,0.20365332296929653,Mid,0.05291970802919708,0.5390728476821192,0.00388651379712398,Sacramento,78.71533333333333,4184.34,4,11,0.244540192926045,0.175
6067005202,3367,61598,0.525096525096525,0.6596376596376596,0.051084051084051084,0.06355806355806355,0.19097119097119097,Low,0.07365223993925589,0.41793168880455406,0.16335016335016336,Other,78.71533333333333,4643.76,6,7,0.21,0.10640000000000001
6067005204,4289,54226,0.5446491023548613,0.6980648169736535,0.062252273257169505,0.08183725810212171,0.14362322219631615,Low,0.07887479316050745,0.3763440860215054,0.2196316157612497,Other,82.2,2942.24,4,18,0.218,0.1056
6067005205,2203,32612,0.46709033136631867,0.5910122560145257,0.23558783477076714,0.053109396277803,0.08987743985474353,Low,0.10979228486646884,0.3163353500432152,0.11438946890603723,Other,78.1,614.71,10,25,0.179,0.153
6067005301,1352,16364,0.6198224852071006,0.34763313609467456,0.3380177514792899,0.04437869822485207,0.14423076923076922,High,0.373134328358209,0.011033099297893681,0.06656804733727811,Sacramento,68,810.25,31,7,0.5,0.303
6067005402,2708,37455,0.4449778434268833,0.5572378138847858,0.12223042836041359,0.12112259970457903,0.1621122599704579,Low,0.054377880184331796,0.3563487419543593,0.1274002954209749,Other,76.5,1263.99,4,9,0.244540192926045,0.16690000000000002
6067005403,2175,72039,0.48551724137931035,0.8073563218390805,0,0.1347126436781609,0.05149425287356322,Low,0.05444887118193891,0.7226361031518624,0.36,Sacramento,85.5,4407.8,3,14,0.21899999999999997,0.048
6067005404,5386,75568,0.46787968808020797,0.7961381359079094,0.020608986260675827,0.07111028592647604,0.08132194578536947,Low,0.06930232558139535,0.6814888833374969,0.21852952098031936,Other,81.5,3651.55,7,15,0.195,0.1116
6067005502,5275,30174,0.5141232227488152,0.30274881516587676,0.15526066350710901,0.05175355450236967,0.41023696682464456,Low,0.14677574590952838,0.14481409001956946,0.06521327014218009,Other,76.5,4946.02,6,8,0.18,0.3249
6067005505,4166,34721,0.4666346615458473,0.4071051368218915,0.1627460393662986,0.05328852616418627,0.3084493518963034,Low,0.05625,0.17439832577607256,0.10681709073451752,Other,76.2,6005.14,5,16,0.217,0.2234
6067005506,2772,35110,0.5378787878787878,0.38852813852813856,0.2049062049062049,0.08513708513708514,0.28066378066378067,Low,0.06102877070619006,0.23688760806916426,0.056998556998557,Other,76.8,6117.82,3,14,0.239,0.17190000000000003
6067005508,3178,45134,0.4367526746381372,0.7054751415984896,0.10037759597230964,0.06670862177470108,0.12429200755191945,Low,0.08887507768800497,0.5292233787029623,0.13624921334172435,Other,73.7,8347.17,3,15,0.215,0.1408
6067005509,2118,34298,0.5533522190745986,0.3021718602455146,0.11520302171860246,0.15769593956562794,0.34419263456090654,Mid,0.013192612137203167,0.3155856727976767,0.015108593012275733,Other,76.5,15365.06,2,26,0.33399999999999996,0.2548
6067005510,4240,40792,0.4945754716981132,0.5077830188679245,0.14457547169811322,0.06627358490566038,0.2349056603773585,Low,0.1615214994487321,0.3420729209340434,0.07547169811320754,Other,79.5,17166.27,3,17,0.311,0.27940000000000004
6067005601,4703,34115,0.3831596853072507,0.6240697427174144,0.10078673187327238,0.08420157346374654,0.11758452051881778,Low,0.045318725099601595,0.360702875399361,0.1547948118222411,Other,74.8,4789.22,6,18,0.222,0.2311
6067005605,3030,35643,0.49174917491749176,0.5033003300330033,0.07491749174917492,0.033663366336633666,0.33564356435643566,Low,0.12067640276710223,0.18577494692144372,0.10495049504950495,Other,77.6,6292.6,4,16,0.273,0.2437
6067005606,4031,49462,0.44777970726866784,0.6829570826097743,0.06375589183825353,0.047878938228727366,0.15083105929049864,Low,0.09702748177229388,0.3742649602213767,0.14983874968990324,Other,77.9,4009.53,5,17,0.201,0.127
6067005701,3208,78385,0.4273690773067332,0.8173316708229427,0.07512468827930174,0.020261845386533667,0.042082294264339154,Low,0.07083333333333333,0.4232827832292596,0.17238154613466333,Other,78.5,3009.68,5,21,0.213,0.044199999999999996
6067005702,5157,115125,0.47197983323637777,0.8576691875121194,0.027341477603257707,0.06612371533837502,0.025208454527826257,Low,0.02225378787878788,0.6684571769621008,0.15842544114795423,Other,83.1,3779.44,7,20,0.183,0.0256
6067005801,5203,64136,0.46146453968864115,0.8329809725158562,0.01672112242936767,0.028060734191812417,0.07803190467038247,Low,0.09187935034802784,0.39983866630814735,0.18008841053238517,Other,80.4,4953.18,5,21,0.22899999999999998,0.126
6067005803,3365,105189,0.4826151560178306,0.8344725111441308,0.018722139673105497,0.09420505200594353,0.026448736998514116,Low,0.03152088258471237,0.614176245210728,0.2906389301634473,Other,81.5,2469.8,10,21,0.18899999999999997,0.0355
6067005804,2542,91667,0.47718332022029897,0.8768686073957513,0.010228166797797011,0.08969315499606609,0.01730920535011802,Low,0.05040322580645161,0.5933300149328024,0.26868607395751376,Other,77.7,2529.6,7,22,0.166,0.0381
6067005901,5965,64241,0.44341994970662196,0.7604358759430009,0.06588432523051131,0.02196144174350377,0.1212070410729254,Low,0.04806346243583761,0.3445397635056805,0.2732606873428332,Other,78.1,4485.19,5,21,0.209,0.1151
6067005903,2260,39375,0.4464601769911504,0.5924778761061947,0.1168141592920354,0.06283185840707965,0.17787610619469027,Low,0.014778325123152709,0.17394270122783084,0.11814159292035398,Other,74.8,9019.5,2,30,0.134,0.1281
6067005904,4829,62250,0.4661420583971837,0.8005798301925865,0.02091530337544005,0.0051770552909505075,0.16442327604058812,Low,0.03870651641352278,0.3745361119040822,0.1499275212259267,Other,76.3,4793.84,3,24,0.23199999999999998,0.1245
6067006002,4499,37559,0.4360969104245388,0.7126028006223605,0.06379195376750389,0.039119804400977995,0.14003111802622806,Low,0.08873239436619719,0.22336659156742839,0.12424983329628807,Other,77.3,6078.62,2,20,0.253,0.15990000000000001
6067006003,4519,42535,0.4936932949767648,0.6154016375304271,0.06328833812790441,0.03562735118389024,0.22372206240318654,Low,0.08050383351588171,0.17293474766955963,0.14782031422881167,Other,77.4,7474.42,1,17,0.217,0.1957
6067006004,2323,73567,0.49031424881618596,0.7804563065002152,0.009040034438226431,0.04003443822643134,0.08092983211364614,Low,0.06543778801843318,0.38754907459338195,0.2079207920792079,Other,80.6,4633.42,1,19,0.203,0.11470000000000001
6067006101,4188,33278,0.49570200573065903,0.629178605539637,0.1055396370582617,0.038204393505253106,0.14565425023877746,Low,0.16883923029174425,0.23109796186719264,0.14422158548233047,Other,74.5,4267.38,4,17,0.175,0.2005
6067006102,3538,47773,0.5118711136235161,0.6026003391746749,0.11984171848501979,0.022328999434708875,0.14301865460712268,Low,0.10958005249343832,0.26524879614767255,0.13651780667043528,Other,78.4,6162.82,4,17,0.253,0.1609
6067006201,5787,36326,0.4974943839640574,0.5095904613789528,0.10592707793329878,0.04095386210471747,0.32382927250734406,Low,0.08592661402693916,0.20212187159956474,0.10523587350959046,Other,75.8,7313.01,8,14,0.28800000000000003,0.175
6067006202,4095,28837,0.4564102564102564,0.4844932844932845,0.1374847374847375,0.01684981684981685,0.2805860805860806,Mid,0.22792937399678972,0.10821052631578948,0.1010989010989011,Other,69.3,5719.11,8,8,0.253,0.1449
6067006300,4388,39107,0.4783500455788514,0.37807657247037374,0.08682771194165907,0.09503190519598906,0.35665451230628986,Low,0.09905956112852665,0.09173976608187134,0.05218778486782133,Sacramento,76.3,4322.62,9,13,0.29600000000000004,0.2571
6067006400,5891,34280,0.49567136309624854,0.36886776438635205,0.09370225768120863,0.11984382957053132,0.3435749448310983,Mid,0.14222954420647996,0.07485307763686978,0.07265319979629944,Other,70.9,4052.99,3,12,0.254,0.2519
6067006500,6526,38182,0.4993870671161508,0.2520686484829911,0.22770456634998468,0.20456634998467668,0.2781182960465829,Low,0.1122754491017964,0.07446808510638298,0.07385841250383084,Sacramento,72,4417.3,7,17,0.28300000000000003,0.19820000000000002
6067006600,5919,31461,0.5141071126879541,0.3341780706200372,0.1336374387565467,0.11251900658895084,0.3463422875485724,Low,0.19455645161290322,0.08862506902263942,0.059638452441290755,Sacramento,75.3,7222.88,12,16,0.27399999999999997,0.2262
6067006701,8942,44497,0.5402594497875196,0.23820174457615745,0.12279132185193468,0.18575262804741668,0.39208230820845447,Low,0.09001272264631044,0.1273936706309212,0.07638112279132185,Sacramento,75.2,6589.41,6,14,0.262,0.19260000000000002
6067006702,7626,35467,0.48885392079727247,0.15670076055599266,0.22357723577235772,0.22908471020194074,0.2937319695777603,Mid,0.09842331581462016,0.08225458468176915,0.06268030422239707,Sacramento,72.9,4984.6,9,16,0.321,0.1765
6067006800,7512,27893,0.5129126730564431,0.14177316293929712,0.06482960596379127,0.12300319488817892,0.6128860489882854,Mid,0.20806962025316456,0.06066488716330987,0.07361554845580405,Sacramento,75,7781.62,17,13,0.261,0.2259
6067006900,5025,41269,0.512636815920398,0.48835820895522386,0.15980099502487563,0.0545273631840796,0.2766169154228856,Low,0.10545267489711935,0.1783970123527722,0.14487562189054726,Sacramento,72.3,2456.75,14,12,0.273,0.1045
6067007001,3802,28879,0.4715938979484482,0.29247764334560755,0.030773277222514467,0.04392425039452919,0.5699631772751184,Mid,0.25668449197860965,0.058936272160996644,0.11704366123093109,Other,75.2,3156.1,13,12,0.28600000000000003,0.1672
6067007004,6595,45566,0.4893100833965125,0.27793783169067476,0.25655799848369976,0.12615617892342684,0.26398786959818044,Low,0.08807692307692308,0.296035985380939,0.05534495830174375,Other,75.6,6783.17,10,14,0.245,0.2395
6067007007,5078,49188,0.47302087435998424,0.3483654982276487,0.07286333202048051,0.11697518708152817,0.4318629381646317,Low,0.08199445983379501,0.1402524544179523,0.10456872784560851,Sacramento,77.7,4119.92,21,14,0.21100000000000002,0.2061
6067007010,3546,58621,0.44952058657642413,0.44867456288776086,0.12069937958262832,0.1218274111675127,0.251551043429216,Low,0.08446866485013624,0.41903633491311215,0.028764805414551606,Sacramento,80.8,3876.68,19,9,0.239,0.1562
6067007011,6321,41575,0.4700205663660813,0.2203765227021041,0.2083531086853346,0.09824394874228762,0.40183515266571745,Low,0.12833798326026305,0.23935558112773303,0.021199177345356746,Sacramento,78.71533333333333,7700.67,16,8,0.24600000000000002,0.1487
6067007012,2866,56179,0.4434752267969295,0.418702023726448,0.1297976273551989,0.10048848569434753,0.3115840893230984,Low,0.03148024112525117,0.38414941948510856,0.06385205861828332,Sacramento,79.2,8170.15,9,12,0.242,0.1266
6067007013,2417,54148,0.4555233760860571,0.36367397600330986,0.17335539925527513,0.0703351261894911,0.29416632188663633,Low,0.09239130434782608,0.29330254041570436,0.07695490277203144,Sacramento,79.6,10677.7,7,14,0.226,0.1635
6067007014,6395,51838,0.4897576231430805,0.31430805316653637,0.13213448006254885,0.09648162627052384,0.41626270523846753,Low,0.13669786096256684,0.24437998549673676,0.06630179827990618,Sacramento,77.9,9814.83,12,15,0.21100000000000002,0.15789999999999998
6067007015,4010,57713,0.4773067331670823,0.4194513715710723,0.07930174563591022,0.22743142144638404,0.213715710723192,Low,0.07883597883597884,0.34559099437148216,0.08703241895261846,Other,81.1,2390.73,11,28,0.207,0.1329
6067007016,6162,77969,0.49626744563453423,0.2749107432651736,0.08244076598506979,0.27312560856864654,0.3094774423888348,Low,0.0782608695652174,0.35380546576550104,0.02839987017202207,Other,80.9,2936.47,14,28,0.273,0.0859
6067007017,2288,81394,0.48513986013986016,0.34047202797202797,0.1534090909090909,0.1861888111888112,0.27666083916083917,Low,0.010434782608695653,0.35693215339233036,0.016608391608391608,Other,81.1,999.39,17,32,0.23600000000000002,0.0953
6067007018,3778,59612,0.4984118581259926,0.32212811011116993,0.16013763896241398,0.3483324510322922,0.11514028586553732,Low,0.08087167070217918,0.36040216550657383,0.043144520910534674,Sacramento,78.1,2723.36,17,28,0.29100000000000004,0.1152
6067007019,653,21196,0.5436447166921899,0.1362940275650842,0.29555895865237364,0.05053598774885146,0.30627871362940273,Mid,0.18075801749271136,0.12258064516129032,0.11179173047473201,Other,78.71533333333333,552.18,16,35,0.244540192926045,0.2528
6067007020,3813,93000,0.4820351429320745,0.5520587463939155,0.053763440860215055,0.13716233936532915,0.21374246000524522,Low,0.05697081982399259,0.5169252468265162,0.06635195384211906,Other,82.9,4381.33,19,14,0.23,0.1404
6067007101,245,155833,0.6693877551020408,0.9510204081632653,0,0,0,Low,0.12745098039215685,0.3006134969325153,0.024489795918367346,Other,78.71533333333333,8.68,10,37,0.182,0.1208
6067007102,6716,82087,0.4857057772483621,0.41081000595592615,0.15172721858248958,0.2720369267421084,0.11688505062537224,Low,0.04679972470750172,0.44022279689675753,0.1707861822513401,Other,84.4,4199.86,22,33,0.26899999999999996,0.0917
6067007103,3732,62931,0.512593783494105,0.47481243301178994,0.07797427652733119,0.2304394426580922,0.14067524115755628,Low,0.059006211180124224,0.48336252189141854,0.028135048231511254,Sacramento,78.71533333333333,4548.6,20,35,0.292,0.24719999999999998
6067007104,7438,105050,0.5177467061037914,0.3807475127722506,0.16698037106749125,0.24495832212960472,0.14372143049206776,Low,0.04995566065622229,0.4808442303280569,0.03280451734337187,Sacramento,78.71533333333333,8952.6,25,33,0.25,0.1039
6067007105,6453,78969,0.5014721834805517,0.42057957539129087,0.11374554470788781,0.2515109251510925,0.16023554935688827,Low,0.05734310289901243,0.49831212672033237,0.02572446923911359,Other,80.7,8816.83,14,33,0.27899999999999997,0.1286
6067007106,6645,99120,0.4784048156508653,0.3673438675696012,0.14010534236267871,0.22648607975921745,0.1870579382994733,Low,0.08256880733944955,0.5266912669126691,0.0398796087283672,Other,79.8,2913.43,18,33,0.298,0.1082
6067007107,3271,120042,0.5649648425557934,0.4157749923570773,0.12014674411494956,0.22378477529807397,0.1528584530724549,Low,0.0749400479616307,0.5445026178010471,0.037908896361968814,Other,81.3,643.09,10,35,0.29600000000000004,0.0662
6067007202,3599,58316,0.4790219505418172,0.5698805223673242,0.08530147263128647,0.1072520144484579,0.2017227007502084,Low,0.050455501051156273,0.17926476662536142,0.14392886913031397,Other,75.6,979.49,9,14,0.284,0.14550000000000002
6067007204,4809,55585,0.5279683925972135,0.438136826783115,0.11312123102516115,0.1705136202952797,0.20399251403618215,Low,0.11957029425502101,0.1391156462585034,0.05718444583073404,Other,77.7,1571.4,6,23,0.273,0.1912
6067007206,4205,71765,0.5127229488703924,0.8116527942925089,0.01403091557669441,0.030439952437574316,0.11248513674197384,Low,0.09743589743589744,0.11865546218487395,0.1367419738406659,Other,74.7,572.21,5,31,0.248,0.153
6067007207,4098,58782,0.4870668618838458,0.837725719863348,0.003416300634455832,0.052464616886285995,0.08931185944363104,Low,0.09561752988047809,0.1253293187805796,0.08638360175695461,Other,78.1,1217.91,6,30,0.23600000000000002,0.1432
6067007208,4248,60156,0.4924670433145009,0.6501883239171374,0.026365348399246705,0.054613935969868174,0.21468926553672316,Low,0.11847507331378299,0.09836065573770492,0.10734463276836158,Other,74.8,1535.37,8,22,0.28300000000000003,0.1857
6067007209,3589,63444,0.4931735859570911,0.786012816940652,0.04736695458344943,0.0033435497353023124,0.11981053218166621,Low,0.09494949494949495,0.08550662676357418,0.10671496238506548,Other,74.8,3732.11,5,25,0.255,0.17859999999999998
6067007301,4969,37326,0.46387603139464684,0.34654860132823506,0.10907627289192996,0.05675186154155766,0.4395250553431274,Low,0.06356968215158924,0.07659241891363815,0.05735560474944657,Other,78.4,939.56,10,14,0.262,0.2379
6067007402,6482,55389,0.46590558469608145,0.5035482875655661,0.10104905893242826,0.03995680345572354,0.2655044739278001,Low,0.04020570359981299,0.09982309830679809,0.14424560320888616,Other,74,5592.72,4,23,0.255,0.2028
6067007403,4038,50065,0.5445765230312035,0.5316988608221892,0.07429420505200594,0.010648836057454186,0.3447251114413076,Low,0.055198973042362,0.09983831851253032,0.12109955423476969,Other,75.2,5420.11,6,20,0.217,0.1906
6067007406,6862,40437,0.46997959778490234,0.5377440979306325,0.16452929175167588,0.06106091518507724,0.1917808219178082,Low,0.09086606720302887,0.11913534758044707,0.15913727776158554,Other,76.7,4330.14,8,25,0.23800000000000002,0.1748
6067007413,6092,28507,0.4566644780039396,0.5029546946815495,0.13985554826001312,0.09569927774130006,0.19993434011818778,Mid,0.106703146374829,0.15209646478487257,0.087655942219304,Other,77.1,2801.83,6,6,0.264,0.15960000000000002
6067007414,4205,39631,0.48846611177170035,0.5797859690844233,0.166230677764566,0.06730083234244946,0.12889417360285374,Low,0.1448051948051948,0.0973920130399348,0.052318668252080855,Other,76.4,7777.9,3,23,0.26899999999999996,0.20079999999999998
6067007415,3264,60341,0.5536151960784313,0.6393995098039216,0.12377450980392157,0.07628676470588236,0.14705882352941177,Low,0.057676685621445976,0.1933781190019194,0.15808823529411764,Other,81.3,5122.78,5,13,0.209,0.1405
6067007416,3981,44146,0.48028133634765136,0.634262748053253,0.044461190655614165,0.038934940969605626,0.1873901029891987,Low,0.12390572390572391,0.14086687306501547,0.1391610148203969,Other,77.1,8422.09,3,19,0.23,0.1173
6067007417,3494,62813,0.5143102461362336,0.6516886090440756,0.1336576989124213,0.13737836290784203,0.05094447624499141,Low,0.09703287890938252,0.13364779874213836,0.08786491127647396,Other,75.5,3172.38,10,29,0.258,0.26649999999999996
6067007421,8168,81639,0.5,0.5574191968658179,0.062193927522037215,0.18780607247796277,0.16270812928501469,Low,0.044993141289437585,0.27463484879654393,0.06709108716944172,Other,78.71533333333333,5087.88,8,28,0.26899999999999996,0.08929999999999999
6067007422,2370,44063,0.5054852320675105,0.7160337552742616,0.12236286919831224,0.01350210970464135,0.084810126582278475,Low,0.10427807486631016,0.12882953652788687,0.08565400843881857,Other,80.3,7147.58,4,19,0.218,0.24760000000000001
6067007423,5225,29675,0.48229665071770333,0.3521531100478469,0.20822966507177035,0.006507177033492823,0.39636363636363636,Mid,0.12550143266475644,0.08297954457738325,0.03272727272727273,Other,75.3,13932.27,2,15,0.268,0.25379999999999997
6067007424,3724,39112,0.45515574650913,0.5561224489795918,0.1909237379162191,0.06928034371643395,0.12593984962406016,Mid,0.11421911421911422,0.16520129569643682,0.09532760472610097,Other,72.9,6305.61,3,10,0.258,0.2118
6067007426,2135,53250,0.45901639344262296,0.57096018735363,0.21124121779859484,0.06791569086651054,0.09976580796252928,Low,0.0335195530726257,0.1865079365079365,0.060421545667447306,Other,75.4,6665.19,5,33,0.304,0.1094
6067007427,6869,53986,0.502984422768962,0.56310962294366,0.10481875090988499,0.14121415053137285,0.11355364681904208,Low,0.05987611837577426,0.2535211267605634,0.050225651477653226,Other,83.8,8987.3,11,26,0.237,0.231
6067007428,2991,51602,0.5493146104981611,0.720160481444333,0.04948177866934136,0.06586425944500167,0.13172851889000334,Low,0.0455531453362256,0.21271622253389436,0.07422266800401203,Other,80.7,6857.62,5,31,0.285,0.17370000000000002
6067007429,5317,44956,0.49144254278728605,0.4372766597705473,0.12431822456272335,0.062065074290013164,0.3029904081248824,Low,0.08691588785046729,0.1676727028839705,0.029904081248824526,Other,77.5,12672.7,5,28,0.264,0.154
6067007430,8516,68358,0.4559652418976045,0.5340535462658526,0.1395021136683889,0.059417566932832316,0.19586660403945513,Low,0.05947399880454274,0.19751002321164804,0.04532644434006576,Other,80.6,10610.03,5,26,0.315,0.1503
6067007431,3301,85423,0.4719781884277492,0.5368070281732809,0.07664344138139957,0.1687367464404726,0.1351105725537716,Low,0.03843807199511898,0.22566371681415928,0.060890639200242354,Other,80.8,7607.49,7,32,0.231,0.10640000000000001
6067007432,4509,86182,0.4233754712796629,0.6626746506986028,0.15945886005766247,0.024617431803060547,0.11865158571745398,Low,0.03333333333333333,0.2549019607843137,0.02750055444666223,Other,81.8,11713.19,3,32,0.295,0.0724
6067007433,7823,64634,0.4849801866291704,0.6203502492649878,0.055988751118496743,0.14329541096765946,0.07771954493161191,Low,0.04036295369211514,0.24537579021306485,0.04934168477566151,Other,77.9,7601.44,8,30,0.305,0.2132
6067007501,5894,39321,0.47675602307431286,0.7595860196810316,0.07567017305734645,0.019002375296912115,0.12639972853749576,Low,0.10966292134831461,0.14716459197787,0.12758737699355277,Other,72.3,5972.53,7,18,0.275,0.2066
6067007503,5626,40908,0.45769640952719515,0.5063988624244579,0.11820120867401351,0.057945254177035194,0.19605403483825098,Low,0.15274463007159905,0.15702736318407962,0.10504799146818343,Other,74.7,6962.08,4,15,0.24600000000000002,0.22829999999999998
6067007504,2230,59188,0.38789237668161436,0.7295964125560538,0.08699551569506726,0.03587443946188341,0.11210762331838565,Low,0.018633540372670808,0.23668240053944706,0.22869955156950672,Other,73.9,1552.7,5,13,0.214,0.1419
6067007601,6743,41352,0.4449058282663503,0.7118493252261605,0.04686341391072223,0.0781551238321222,0.11745513866231648,Low,0.13267998492272898,0.3270551739419455,0.15289930298086904,Other,80.2,5561.46,6,22,0.21100000000000002,0.1416
6067007602,4501,55460,0.5036658520328816,0.7887136191957342,0.04910019995556543,0.056654076871806264,0.06176405243279271,Low,0.09769820971867008,0.275935503498631,0.19151299711175293,Other,75.2,4796.93,5,22,0.23,0.1542
6067007701,6176,50344,0.4577396373056995,0.6716321243523317,0.0430699481865285,0.05132772020725389,0.16580310880829016,Low,0.11276102088167053,0.2466103862880532,0.09051165803108809,Other,75.5,6477.51,4,22,0.255,0.1109
6067007702,4373,74817,0.41001600731763094,0.8232334781614452,0.00846101074777041,0.03567345072032929,0.09741596158243769,Low,0.058445353594389245,0.45528455284552843,0.24651269151612165,Other,81.6,4414.56,9,23,0.182,0.0359
6067007801,6158,52069,0.4917180902890549,0.7536537836960052,0.04222150048717116,0.08330626826891847,0.07096459889574537,Low,0.0855457227138643,0.3475524475524476,0.15313413445924,Other,78,3960.55,6,29,0.20600000000000002,0.2121
6067007802,4781,52946,0.5032419995816775,0.7209788747124033,0.0725789583769086,0.043923865300146414,0.1267517255804225,Low,0.06520577231427044,0.3562206572769953,0.18301610541727673,Other,77.2,2719.83,8,24,0.22699999999999998,0.1578
6067007903,4326,65833,0.4981507165973185,0.7711511789181692,0.0048543689320388345,0.06796116504854369,0.10633379565418401,Low,0.0862173649058895,0.2850452700593194,0.2512713823393435,Other,80.9,4655.78,6,27,0.242,0.1787
6067007904,4878,69865,0.4821648216482165,0.7607626076260763,0.042845428454284545,0.025625256252562525,0.12525625256252562,Low,0.07510431154381085,0.34119033588685915,0.17609676096760968,Other,80.4,5490.88,6,26,0.23600000000000002,0.0731
6067007905,3945,76786,0.461850443599493,0.8220532319391635,0.017743979721166033,0.02991128010139417,0.10595690747782002,Low,0.02431791221826809,0.4330925352597179,0.20405576679340937,Other,79.4,4479.25,7,27,0.204,0.1012
6067007906,3340,51613,0.5,0.8200598802395209,0.0344311377245509,0.01976047904191617,0.10359281437125749,Low,0.05614783226723525,0.32469775474956825,0.16526946107784432,Other,79.2,4777.3,6,27,0.201,0.0776
