GEOID,totp,medincome,pmale,pwhite,pblk,pasn,phisp,poor,punemp,pcol,p65old,NAME,lifeexp,popd,parks,envind,costb,hins
6067003400,4242,61089,0.4372937293729373,0.3925035360678925,0.19236209335219237,0.21287128712871287,0.17515322960867516,Low,0.028851107676455434,0.4136657433056325,0.2376237623762376,Sacramento,81.3,4706.19,7,16,0.20800000000000002,0.09380000000000001
6067003501,2668,48059,0.4542728635682159,0.47938530734632684,0.12256371814092953,0.12106446776611694,0.24062968515742128,Low,0.026761819803746655,0.24986210700496414,0.14167916041979012,Sacramento,80.2,5684.34,6,10,0.207,0.13720000000000002
6067003502,2978,51217,0.44660846205507054,0.4304902619207522,0.0036937541974479517,0.24680993955674949,0.2733378106111484,Low,0.051762940735183796,0.2830699774266366,0.1880456682337139,Sacramento,79.7,5992.38,6,11,0.192,0.1153
6067003600,3032,40879,0.4940633245382586,0.20745382585751979,0.05804749340369393,0.05178100263852243,0.508245382585752,Low,0.08110687022900763,0.18912666281087334,0.07420844327176782,Sacramento,77,5766.39,4,14,0.188,0.231
6067003700,4176,31265,0.49161877394636017,0.1300287356321839,0.12931034482758622,0.1606800766283525,0.5076628352490421,Low,0.18233387358184766,0.08895705521472393,0.09075670498084291,Sacramento,75.3,7654.06,8,8,0.317,0.16519999999999999
6067003800,4778,49526,0.4654667224780243,0.1707827542904981,0.24717455002092925,0.20050230221850146,0.3555881121808288,Low,0.11368015414258188,0.1408358012504113,0.14692339891167852,Sacramento,76.4,2687.68,9,14,0.20800000000000002,0.1383
6067003900,3386,62454,0.4790313053750738,0.46131128174837566,0.07206142941523921,0.1934435912581217,0.2049616066154755,Low,0.08355978260869565,0.4009584664536741,0.25014766686355583,Sacramento,79.9,3999.19,10,11,0.19699999999999998,0.07200000000000001
6067004001,6186,58533,0.4409957969608794,0.34028451341739413,0.18218558034270935,0.2403815066278694,0.16698997736825089,Low,0.04411764705882353,0.2728912945421741,0.19527966375687036,Sacramento,79.2,4469.34,13,11,0.172,0.0888
6067004004,6493,80662,0.4929924534113661,0.5227167719082089,0.07700600646850454,0.28245803172647466,0.07253965809333128,Low,0.03707414829659319,0.4543746084777615,0.16648698598490683,Sacramento,81.4,5621.02,7,29,0.187,0.0761
6067004005,4376,66012,0.48171846435100546,0.421617915904936,0.1606489945155393,0.2303473491773309,0.12637111517367458,Low,0.07470588235294118,0.39119951778179624,0.25891224862888484,Other,80.4,5837.79,10,27,0.207,0.1167
6067004006,4906,64033,0.4924582144313086,0.33938035059111293,0.2751732572360375,0.1975132490827558,0.14349775784753363,Low,0.052891080233079334,0.3554721339878718,0.18344883815735832,Sacramento,83.8,6694.42,7,16,0.16,0.1493
6067004008,3576,84535,0.46420581655480986,0.4457494407158837,0.06487695749440715,0.28859060402684567,0.10346756152125279,Low,0.06724986331328595,0.37091188918814927,0.1266778523489933,Sacramento,82.3,5893.39,10,31,0.228,0.0693
6067004009,5177,56510,0.47112227158586056,0.3757002124782693,0.1514390573691327,0.2570987058141781,0.10546648638207456,Low,0.05848434925864909,0.4371224601867106,0.12072628935677034,Sacramento,83,7088.95,12,25,0.21,0.0584
6067004010,4665,50990,0.44737406216505893,0.3577706323687031,0.11318327974276528,0.3181136120042872,0.14083601286173633,Low,0.08274647887323944,0.4083014424492199,0.16634512325830653,Sacramento,80.9,8063.35,9,16,0.222,0.09789999999999999
6067004011,3202,90938,0.4456589631480325,0.3735165521549032,0.12960649594003748,0.3204247345409119,0.13210493441599,Low,0.041188386225523295,0.557683325548809,0.09681449094316052,Sacramento,87.4,7278.44,8,27,0.207,0.037000000000000005
6067004012,3482,96250,0.4330844342331993,0.38024124066628373,0.11143021252153934,0.34319356691556574,0.07725445146467548,Low,0.02894438138479001,0.5836592785745328,0.08299827685238369,Other,83,5557.22,9,29,0.20800000000000002,0.066
6067004100,4994,34554,0.4695634761714057,0.19663596315578694,0.13215859030837004,0.28614337204645574,0.2945534641569884,Low,0.07228915662650602,0.12930740361651313,0.12474969963956749,Sacramento,74.9,6387.83,8,18,0.267,0.157
6067004201,4939,46059,0.466693662684754,0.1797934804616319,0.2840656003239522,0.14071674428021866,0.3000607410406965,Low,0.11742983751846381,0.13157002373685994,0.11642032800161976,Sacramento,78.4,7216.32,6,17,0.282,0.2002
