age
68
43
21
62
45
75
61
54
18
65
54
34
73
63
64
36
62
26
22
77
25
42
66
58
80
77
63
80
53
69
31
65
45
61
51
52
80
61
23
60
73
59
27
63
40
57
73
22
65
56
66
47
42
43
56
62
57
80
76
49
79
57
62
45
67
77
31
80
75
44
70
55
19
56
70
49
80
69
64
74
19
51
75
70
50
57
69
23
38
56
70
68
64
66
36
69
60
23
34
76
65
23
29
65
27
61
76
80
75
50
55
34
66
70
31
38
63
28
80
24
52
19
41
67
46
50
63
54
53
61
49
37
69
56
70
31
62
74
26
53
30
34
66
25
30
31
33
73
33
46
70
78
40
33
30
56
62
40
31
64
27
41
28
20
80
69
71
60
80
42
27
64
20
33
56
62
47
51
43
30
54
36
80
54
43
40
29
24
28
37
69
46
61
26
62
78
49
24
70
68
80
78
41
33
47
41
47
45
57
58
66
67
43
71
54
37
80
22
51
51
58
27
59
63
47
80
40
73
62
74
80
43
50
33
55
69
21
47
56
75
62
80
44
78
27
31
80
55
40
80
48
64
80
80
41
20
42
21
67
68
56
70
28
50
55
52
36
51
80
70
48
67
22
59
80
80
34
67
80
49
60
62
29
65
22
54
44
79
80
44
51
70
31
70
71
80
23
43
60
75
60
45
44
68
27
33
49
20
67
35
22
63
27
23
35
64
25
37
56
41
29
47
54
67
60
42
66
72
61
71
64
47
60
70
40
34
70
79
65
37
59
52
74
27
45
55
61
57
54
60
25
42
42
19
64
68
32
72
46
68
59
42
70
21
55
43
45
49
23
37
80
67
57
52
53
60
63
37
47
72
80
55
45
80
72
47
43
74
43
19
80
71
19
62
57
63
68
54
26
60
49
64
72
53
42
20
80
59
52
48
61
28
46
40
80
34
60
68
79
51
76
56
50
34
35
33
42
64
59
65
34
60
45
41
47
75
30
80
80
50
68
26
55
22
47
56
80
26
48
73
35
66
38
44
69
80
74
60
35
35
72
30
65
25
57
33
44
57
64
59
80
72
51
22
43
48
61
48
62
76
70
60
79
41
63
44
80
37
56
67
57
39
71
27
53
75
64
61
27
62
40
46
80
68
66
44
29
29
47
48
73
39
46
80
29
66
72
49
66
45
40
80
68
62
56
33
71
40
39
32
65
80
46
74
65
56
59
63
75
53
48
23
55
25
43
75
46
72
79
56
62
51
65
59
62
75
45
60
29
18
42
46
58
75
46
30
37
73
56
38
71
65
56
64
61
74
80
53
65
56
74
49
63
43
60
56
56
69
63
56
48
73
65
20
63
31
70
35
80
64
77
50
19
57
28
30
50
21
18
72
27
56
53
42
80
32
75
58
72
45
58
64
58
35
74
74
66
50
21
80
66
75
77
64
33
58
54
73
67
58
53
56
69
74
70
41
42
44
80
57
64
68
68
26
48
75
37
57
43
20
69
67
58
70
59
62
65
80
71
22
50
31
24
35
64
80
62
48
24
52
30
65
50
44
51
65
65
41
35
68
66
32
58
48
80
54
19
43
72
77
43
78
65
47
48
18
41
44
76
77
59
29
80
25
23
39
49
80
70
65
80
79
48
27
69
76
34
61
24
61
58
26
43
62
49
44
54
64
19
80
22
71
36
46
45
60
61
74
66
68
25
76
48
80
50
55
49
33
68
57
70
66
61
50
70
58
72
49
78
64
24
43
63
34
53
37
76
60
26
61
34
43
80
66
73
46
61
73
47
24
80
61
58
48
80
51
42
80
28
74
65
67
78
52
25
80
76
58
19
57
70
50
53
28
20
18
38
44
80
67
52
49
60
65
74
63
61
54
63
59
22
62
60
65
39
35
79
21
23
41
65
70
51
54
50
37
59
58
80
44
49
54
69
80
48
25
73
26
77
18
52
46
52
62
80
26
70
47
40
63
80
53
44
45
73
32
65
65
47
64
50
34
69
53
71
80
55
80
55
19
29
23
20
66
38
58
75
30
72
64
39
32
71
55
75
39
29
41
45
32
73
73
57
60
80
69
40
80
74
75
68
50
63
65
64
74
40
74
77
70
25
80
62
52
78
55
49
80
64
71
45
52
61
50
80
28
80
49
38
53
65
45
61
27
72
70
61
55
45
49
70
66
51
80
54
21
70
63
55
54
80
80
39
68
74
68
80
47
50
70
71
62
62
36
70
58
24
27
50
39
32
66
71
52
28
59
52
23
50
39
